area,budget,climate,priority,design_id,actual_cost,energy_efficiency,water_efficiency,materials_efficiency,carbon_level,payback_period_years,embodied_carbon
4893,66,cold,energy,0,1327509,41,71,73,Medium,999,732
1278,33,cold,energy,0,175401,67,64,53,Medium,80,538
1486,50,moderate,energy,2,318547,78,95,60,Low,74,607
718,31,hot,materials,2,121224,55,61,65,Medium,296,651
1241,56,cold,water,0,257306,73,78,59,Medium,89,598
438,74,hot,materials,2,152135,78,82,83,Low,120,835
2352,47,hot,materials,1,467655,52,58,90,Medium,722,906
471,51,cold,water,0,90772,68,81,53,Medium,106,539
4002,36,moderate,materials,2,658388,48,85,79,Medium,999,793
304,32,hot,energy,1,46277,66,53,67,Medium,91,674
759,63,hot,water,1,213477,67,78,77,Medium,162,777
1453,97,cold,energy,2,572960,88,98,79,Low,103,793
1063,92,cold,energy,0,339934,90,79,77,Low,79,770
306,34,moderate,materials,0,39690,73,67,64,Medium,55,641
345,28,hot,materials,1,46106,58,55,79,Medium,151,794
763,66,moderate,water,0,180979,82,100,63,Low,73,634
504,58,cold,energy,1,123787,69,76,74,Medium,127,748
2410,43,hot,energy,1,449803,59,59,76,Medium,200,762
2082,22,moderate,materials,0,185654,50,68,66,Medium,1276,668
1099,51,cold,water,1,273800,61,87,74,Medium,221,746
589,57,hot,water,2,159738,72,90,62,Low,120,628
426,65,moderate,energy,1,100248,79,86,74,Low,79,740
493,68,hot,water,1,142819,67,81,74,Medium,165,749
2315,73,hot,water,2,818583,58,93,75,Low,440,755
1272,77,moderate,energy,1,403056,86,93,94,Low,87,941
1323,57,moderate,materials,2,326187,73,93,84,Low,105,841
660,72,hot,energy,2,228456,75,79,76,Low,136,762
1836,47,moderate,water,1,397810,60,94,77,Low,198,776
2339,53,hot,water,1,537684,50,76,74,Medium,2591,747
489,37,cold,materials,0,76610,57,67,69,Medium,205,693
1262,78,hot,materials,0,351704,83,64,87,Low,84,878
668,27,moderate,energy,1,86880,72,71,64,Medium,56,648
1449,90,cold,water,2,534192,77,100,78,Low,132,783
1147,65,moderate,water,2,340828,82,100,65,Low,91,658
560,56,hot,energy,1,146419,79,62,72,Medium,88,721
689,84,hot,materials,0,212232,80,71,86,Low,99,865
620,39,moderate,materials,1,114685,65,74,83,Medium,119,833
996,61,cold,water,0,256336,71,90,64,Low,122,648
717,80,hot,materials,1,240508,76,66,99,Low,128,994
2803,42,hot,energy,2,545060,59,62,64,Medium,196,641
429,47,moderate,water,2,87029,75,100,64,Low,79,645
1400,26,cold,energy,2,204200,57,73,58,Medium,200,582
849,96,hot,energy,0,308989,100,71,76,Low,72,767
567,81,moderate,water,0,154616,88,95,62,Low,71,623
411,38,cold,energy,0,66750,70,62,52,Medium,79,527
763,55,moderate,water,2,201862,79,100,68,Low,90,681
3516,38,moderate,water,0,568819,50,94,57,Medium,131407,577
741,75,moderate,water,2,217495,80,100,71,Low,96,710
1760,42,moderate,energy,2,348387,78,89,60,Low,69,609
1096,31,moderate,energy,0,155124,85,75,55,Medium,40,559
1201,77,cold,water,2,451023,74,100,80,Low,151,808
1073,43,hot,materials,0,189194,70,59,69,Medium,87,693
803,52,hot,materials,2,218575,64,71,78,Medium,191,788
543,63,hot,materials,0,133521,73,61,76,Medium,105,767
994,26,moderate,energy,0,105457,76,70,49,Medium,40,497
1763,93,cold,energy,1,722379,81,88,96,Low,128,962
1058,84,cold,energy,1,353774,86,87,89,Low,92,896
321,42,moderate,materials,0,54432,71,78,66,Medium,80,667
428,26,cold,materials,1,64113,48,60,71,Medium,999,710
2233,44,cold,materials,2,470485,44,78,79,Medium,999,790
3642,26,hot,water,2,570872,35,83,55,Medium,999,556
2413,46,moderate,materials,1,435370,51,75,90,Medium,1082,906
1443,46,hot,water,2,321572,59,86,65,Medium,235,654
1001,60,hot,energy,0,243594,84,57,67,Medium,71,674
784,39,hot,energy,2,152536,74,69,59,Medium,78,594
1491,32,moderate,energy,1,222395,65,72,75,Medium,97,755
403,60,cold,energy,1,103561,69,70,71,Medium,128,712
1091,65,moderate,materials,2,321345,79,92,81,Low,98,816
2110,57,cold,water,0,499655,62,86,65,Medium,183,651
2059,67,cold,energy,2,637196,73,83,74,Low,132,741
2290,65,moderate,water,1,630979,65,98,81,Low,174,818
581,40,moderate,materials,1,111125,64,81,81,Low,133,810
475,65,moderate,water,2,123315,75,100,70,Low,102,704
1412,78,cold,materials,2,512393,71,88,92,Low,167,921
1259,54,hot,energy,0,259377,81,57,62,Medium,65,620
997,67,hot,energy,2,322183,89,79,69,Low,80,697
969,25,hot,water,0,110937,60,62,51,Medium,112,516
1110,60,moderate,water,1,273271,70,99,80,Low,120,804
959,61,cold,materials,0,231628,70,70,81,Medium,117,812
459,25,cold,energy,2,71118,59,70,51,Medium,168,514
1252,60,cold,water,1,344905,59,85,79,Medium,282,793
459,67,cold,materials,2,154901,67,91,84,Low,197,848
956,43,cold,materials,0,168709,65,63,69,Medium,113,696
2473,21,moderate,energy,0,213491,63,73,50,Medium,62,503
535,79,cold,materials,0,175563,87,82,86,Low,88,869
1179,75,cold,water,1,395327,63,93,84,Low,246,842
2093,44,cold,materials,2,439545,49,71,75,Medium,999,754
1827,42,hot,water,1,378898,52,72,72,Medium,1006,724
1207,59,hot,materials,0,281452,73,63,78,Medium,97,788
448,71,moderate,energy,0,103993,96,86,69,Low,50,690
1750,75,hot,materials,2,559899,66,75,95,Low,197,950
381,41,hot,materials,2,70812,65,70,74,Medium,120,741
4492,31,hot,materials,0,619892,33,54,69,High,999,693
514,66,hot,materials,2,169443,75,72,82,Low,131,825
1422,51,cold,materials,2,382809,56,82,79,Medium,414,792
342,44,hot,water,1,68837,59,71,65,Medium,209,657
775,32,moderate,materials,2,115799,67,83,75,Low,87,753
1761,85,hot,energy,0,500059,88,73,82,Low,73,828
968,46,cold,water,0,176422,65,79,55,Medium,114,554
4053,64,hot,water,0,973290,48,76,64,Medium,999,643
4662,57,moderate,materials,0,975783,41,84,90,Medium,999,908
1360,40,moderate,materials,1,224586,63,76,83,Medium,120,835
1540,50,hot,energy,1,342009,72,59,74,Medium,97,743
521,78,moderate,materials,2,182537,81,94,83,Low,109,832
546,33,moderate,water,0,71540,70,89,53,Medium,63,535
701,82,moderate,materials,0,194054,90,88,85,Low,68,857
773,69,moderate,materials,2,233861,85,95,85,Low,85,857
509,59,moderate,water,0,110387,74,96,63,Low,89,632
2991,25,hot,water,1,356768,32,66,70,Medium,999,706
2366,22,moderate,water,0,215678,53,82,52,Medium,248,526
1942,84,moderate,materials,1,584693,73,92,100,Low,127,1000
1915,56,moderate,energy,2,528190,74,89,74,Low,114,745
1107,76,moderate,energy,0,272090,97,84,74,Low,51,748
2258,40,moderate,energy,2,435982,69,87,60,Medium,100,609
2042,85,moderate,energy,0,648330,92,87,77,Low,75,777
2139,40,moderate,water,0,331704,60,93,58,Medium,145,589
1646,47,moderate,energy,0,298715,75,75,61,Medium,70,612
1096,57,moderate,energy,0,250122,85,82,59,Low,63,598
1362,36,moderate,energy,1,200153,66,71,71,Medium,86,711
1211,34,cold,energy,2,239242,59,75,58,Medium,203,581
1844,90,hot,water,0,574808,82,86,84,Low,97,844
2451,42,hot,materials,0,385660,57,55,76,Medium,216,765
3955,45,hot,energy,0,716343,49,52,61,High,999,614
1302,73,moderate,water,2,388149,78,100,78,Low,105,785
380,23,hot,energy,2,46076,66,56,52,Medium,71,526
1672,100,cold,materials,0,656384,80,85,100,Low,127,1000
1598,21,hot,water,2,180308,57,71,54,Medium,149,547
768,92,moderate,water,2,295620,92,100,81,Low,90,811
1795,81,moderate,water,0,470480,79,100,79,Low,88,796
1482,85,moderate,materials,2,513819,82,100,92,Low,106,928
475,56,moderate,materials,2,115362,81,89,82,Low,76,827
1942,52,hot,water,2,528162,56,82,69,Medium,436,692
1955,44,hot,materials,0,380867,56,51,71,Medium,295,717
1228,70,cold,energy,2,410847,75,82,72,Low,131,726
683,43,cold,materials,1,138043,57,71,88,Medium,273,886
1416,28,cold,energy,0,167901,64,63,53,Medium,79,535
617,69,hot,energy,2,199878,86,78,65,Low,88,656
972,70,cold,energy,0,290923,86,78,70,Low,81,704
1592,85,cold,materials,0,497309,75,81,90,Low,123,909
1430,79,cold,water,1,474300,69,95,90,Low,169,902
1479,22,hot,water,1,165468,46,66,70,Medium,999,700
458,82,moderate,water,2,149165,84,100,73,Low,95,733
1440,40,hot,materials,2,287570,59,67,74,Medium,204,748
2328,93,moderate,materials,2,830121,75,100,92,Low,138,926
2507,60,moderate,energy,0,596304,74,82,71,Low,96,712
328,79,cold,energy,0,93478,90,76,73,Low,69,738
2740,46,cold,water,1,617643,38,86,73,Medium,999,736
1924,76,hot,energy,2,587979,82,80,78,Low,94,788
983,72,hot,materials,2,348686,77,79,83,Low,129,839
1252,58,cold,energy,2,333930,78,82,71,Low,94,711
1054,23,moderate,energy,2,139550,70,84,55,Medium,65,559
1067,50,cold,energy,0,204288,75,69,59,Medium,74,596
622,67,cold,energy,1,178344,74,72,85,Low,116,855
1463,44,cold,materials,0,252080,61,66,78,Medium,151,783
2774,39,moderate,water,1,471767,46,92,75,Medium,999,759
1078,52,cold,water,1,241387,66,87,79,Low,138,794
748,24,cold,energy,1,91339,66,55,59,Medium,75,595
1029,40,cold,water,0,195871,64,80,51,Medium,134,519
1139,32,moderate,materials,0,162746,69,69,69,Medium,74,698
1201,25,moderate,energy,2,164068,70,83,53,Medium,66,533
1479,62,hot,energy,1,360530,76,64,82,Medium,91,825
1403,81,hot,energy,1,499366,83,72,89,Low,104,895
1017,54,hot,materials,0,232956,77,60,76,Medium,83,769
2565,49,moderate,energy,0,491372,70,75,64,Medium,92,644
1826,46,cold,materials,2,394994,48,78,82,Medium,999,826
447,22,hot,energy,1,46952,65,48,64,Medium,65,649
585,31,moderate,materials,0,82994,72,74,69,Medium,62,690
496,57,hot,materials,2,139020,74,68,76,Medium,116,762
662,82,hot,water,1,233748,71,89,88,Low,167,887
320,62,cold,energy,1,95168,70,69,77,Medium,146,777
991,25,cold,materials,1,138637,45,61,74,Medium,999,743
1410,20,hot,water,0,130970,56,68,51,Medium,153,514
459,61,cold,materials,2,132661,67,82,83,Low,167,838
837,62,moderate,energy,2,227870,85,92,71,Low,77,719
2280,54,moderate,materials,2,549854,61,95,87,Low,215,874
896,78,cold,energy,2,312644,88,89,74,Low,90,745
714,98,hot,energy,0,252001,100,76,78,Low,70,781
1340,40,moderate,energy,1,240772,71,78,67,Medium,82,670
1250,84,hot,energy,1,397650,87,71,94,Low,84,945
322,21,moderate,water,1,33221,57,83,57,Medium,143,571
2530,67,hot,materials,0,629909,69,64,81,Medium,127,811
690,83,hot,energy,1,205528,89,70,88,Low,74,881
2283,60,moderate,water,2,592487,67,100,73,Low,147,735
1479,85,moderate,water,1,493271,80,100,92,Low,109,924
703,66,moderate,materials,2,196336,74,91,86,Low,112,863
928,69,cold,materials,0,264433,76,80,83,Low,109,838
688,73,moderate,water,2,229870,82,100,74,Low,104,748
915,26,hot,water,1,124907,59,68,64,Medium,149,640
2445,30,hot,water,1,361645,44,66,65,Medium,999,657
2175,20,cold,energy,1,246817,45,61,70,Medium,999,701
714,55,moderate,materials,0,149184,76,76,77,Low,79,772
1229,50,cold,materials,0,271052,62,67,73,Medium,171,738
1130,46,cold,water,2,247800,61,94,68,Medium,197,681
2042,86,moderate,energy,2,764150,87,100,83,Low,101,836
1171,78,hot,water,0,318049,82,84,73,Low,83,735
822,40,cold,materials,0,147726,58,63,69,Medium,215,690
1187,64,cold,materials,2,391312,69,86,84,Low,169,840
1689,65,moderate,materials,0,413888,69,83,87,Low,128,871
1721,39,moderate,water,0,256237,66,94,53,Medium,90,536
1615,32,hot,energy,0,207144,68,50,55,Medium,69,553
425,31,moderate,energy,0,56242,82,71,52,Medium,40,525
851,49,hot,water,2,215106,72,84,64,Medium,111,645
852,94,hot,energy,2,364676,96,83,81,Low,92,819
557,76,cold,energy,0,171026,92,75,73,Low,72,734
1166,47,moderate,water,1,233379,64,90,69,Medium,136,690
692,54,moderate,energy,0,143471,90,79,59,Low,51,596
468,50,moderate,water,1,107568,69,95,77,Low,115,774
720,67,hot,materials,2,213307,75,79,81,Low,114,813
810,87,cold,materials,0,260074,81,81,89,Low,101,895
738,74,cold,energy,2,264333,78,86,75,Low,127,759
3343,64,hot,water,1,908240,45,79,80,Medium,999,803
1660,82,hot,water,0,515763,78,88,74,Low,109,749
1767,54,moderate,energy,2,442316,75,87,66,Low,96,661
1480,27,moderate,energy,2,187501,69,82,60,Medium,64,603
455,57,moderate,energy,1,114649,83,82,79,Low,74,796
914,21,cold,water,0,101901,53,72,54,Medium,284,548
2069,41,moderate,energy,0,332378,74,76,58,Medium,64,583
1636,73,moderate,water,2,518487,75,100,77,Low,123,770
1846,36,hot,materials,2,343549,59,67,77,Medium,186,770
841,30,cold,water,2,149561,54,87,56,Medium,424,569
1245,40,cold,energy,1,228687,61,67,72,Medium,155,721
539,58,cold,water,0,133980,71,87,66,Low,115,663
672,73,moderate,materials,0,179062,84,86,84,Low,77,846
329,85,moderate,water,2,126771,89,100,73,Low,98,733
2070,46,hot,energy,0,387177,69,58,63,Medium,96,635
2318,50,hot,energy,0,477865,65,58,62,Medium,130,629
492,67,hot,energy,2,153784,82,79,65,Low,97,659
992,64,hot,materials,2,305739,70,73,83,Low,153,835
986,45,cold,water,0,205025,61,82,57,Medium,178,576
721,26,moderate,energy,0,88664,80,69,51,Medium,39,511
810,52,hot,water,0,155472,69,72,61,Medium,97,619
518,65,moderate,materials,2,141582,80,95,79,Low,90,795
1219,95,hot,energy,0,384080,99,77,76,Low,63,763
509,33,hot,energy,0,69581,72,51,52,Medium,59,525
1685,26,cold,materials,0,219078,51,59,71,Medium,733,715
970,90,moderate,materials,1,329935,86,95,100,Low,92,1000
2468,50,cold,materials,0,516219,51,69,80,Medium,1555,804
621,63,moderate,water,0,130545,79,100,63,Low,71,631
640,69,hot,energy,1,168562,85,70,79,Low,73,792
1202,66,cold,energy,1,349698,74,75,81,Low,120,810
795,32,moderate,energy,2,133336,74,82,57,Medium,69,572
1086,57,moderate,materials,1,256315,76,82,91,Low,90,915
2143,46,cold,materials,0,436831,54,70,79,Medium,472,791
947,42,moderate,water,1,187084,66,93,70,Low,122,701
4435,54,moderate,materials,0,877086,44,79,75,Medium,999,753
1154,44,moderate,energy,0,193660,82,70,63,Medium,52,636
691,64,moderate,materials,0,170986,80,87,76,Low,81,766
402,87,moderate,materials,2,152046,91,100,91,Low,91,916
442,40,hot,energy,2,88376,73,71,55,Medium,86,557
648,90,hot,energy,1,229287,93,74,88,Low,81,880
713,45,hot,energy,2,148175,73,67,58,Medium,89,588
408,20,hot,energy,1,45282,63,51,64,Medium,84,641
1315,50,hot,energy,0,272571,77,58,61,Medium,76,619
382,41,hot,materials,1,71693,63,55,79,Medium,139,795
2459,99,moderate,energy,0,764802,91,93,86,Low,74,861
716,20,moderate,energy,2,77419,72,81,54,Medium,48,543
736,59,cold,water,0,174075,73,88,64,Low,100,647
533,58,hot,materials,0,107945,76,60,75,Medium,75,750
2400,84,hot,water,2,867961,68,95,83,Low,196,832
743,60,hot,water,1,201377,66,77,76,Medium,159,764
2468,46,moderate,water,0,463558,59,93,62,Medium,207,623
371,71,cold,water,2,128972,63,100,68,Low,255,684
304,26,moderate,water,0,35071,67,86,47,Medium,67,471
957,59,moderate,water,1,208892,71,95,75,Low,101,753
980,34,cold,energy,2,175050,71,72,58,Medium,84,587
3867,44,hot,water,1,749682,31,75,76,Medium,999,767
2077,52,hot,energy,1,443831,62,63,79,Medium,172,792
512,79,moderate,water,1,160871,84,100,82,Low,91,821
1198,44,cold,water,1,231322,57,85,71,Medium,247,717
873,46,cold,water,0,158006,62,81,57,Medium,144,573
376,79,cold,materials,1,122875,74,77,100,Low,132,1000
648,48,moderate,materials,2,133584,69,93,80,Low,106,804
1138,33,hot,water,0,148156,62,69,53,Medium,100,530
2182,36,moderate,materials,1,353659,53,75,80,Medium,412,802
786,99,moderate,materials,2,341285,96,100,98,Low,93,983
1720,43,hot,materials,0,322397,63,58,80,Medium,139,801
526,85,moderate,energy,1,161292,96,94,83,Low,65,838
810,65,moderate,energy,1,210872,90,86,80,Low,65,801
322,66,hot,water,1,90532,71,78,77,Low,133,770
841,46,moderate,energy,2,174815,85,86,64,Low,58,647
602,84,moderate,materials,0,160048,85,90,87,Low,75,878
969,29,hot,energy,2,136546,73,64,51,Medium,60,513
1390,37,moderate,water,0,195710,64,92,52,Medium,94,529
1135,52,cold,energy,2,325089,71,85,64,Medium,132,644
433,93,cold,materials,2,179646,83,96,93,Low,123,937
801,40,cold,energy,0,129817,70,62,57,Medium,79,579
796,65,hot,materials,2,256363,72,81,86,Low,146,864
2023,60,moderate,water,1,443405,64,100,84,Low,153,847
455,22,hot,materials,1,55210,53,53,69,Medium,361,692
1259,76,cold,water,1,425547,67,93,83,Low,196,831
2999,36,hot,water,2,547539,42,79,55,Medium,999,557
1049,27,cold,materials,0,126687,59,60,63,Medium,121,634
1346,47,cold,energy,2,328940,66,87,62,Medium,145,623
425,28,cold,materials,1,66418,47,58,82,Medium,999,822
1141,94,moderate,energy,1,399168,97,92,95,Low,73,951
1748,40,hot,energy,1,354265,61,57,71,Medium,176,712
1993,27,moderate,materials,0,249453,59,69,74,Medium,127,741
355,73,moderate,energy,0,94275,98,83,68,Low,54,688
1215,50,cold,energy,1,294753,67,67,74,Medium,136,749
399,33,cold,energy,1,66734,66,59,67,Medium,103,672
2358,36,cold,energy,2,492213,54,73,63,Medium,429,630
2237,61,moderate,energy,1,585570,69,81,74,Low,132,749
1177,40,moderate,water,2,218737,70,98,62,Low,92,625
1037,72,cold,materials,2,349224,71,86,88,Low,153,882
1237,55,cold,energy,2,354097,75,81,68,Low,114,684
344,37,cold,energy,0,51097,72,64,53,Medium,64,536
1967,65,hot,energy,2,644482,73,73,73,Medium,138,730
1335,65,moderate,water,1,339102,74,98,85,Low,102,856
374,57,cold,materials,2,111198,68,88,76,Low,157,761
856,43,hot,energy,0,155695,75,56,52,Medium,72,528
407,95,hot,energy,1,158563,92,76,90,Low,91,900
2469,75,hot,energy,0,643598,83,62,73,Medium,78,732
1416,75,hot,water,1,425411,72,88,90,Low,133,905
1024,85,moderate,energy,1,340705,92,85,88,Low,77,887
597,51,hot,materials,2,154920,63,73,78,Medium,189,782
1564,87,moderate,materials,1,496261,79,89,100,Low,108,1000
1401,66,cold,water,1,401772,67,90,84,Low,162,840
1345,25,cold,water,0,157992,55,72,47,Medium,212,479
864,84,hot,energy,1,263209,87,76,85,Low,82,854
1183,81,moderate,water,1,391550,79,100,88,Low,110,883
770,38,moderate,materials,2,147344,70,87,73,Low,91,730
1493,76,moderate,materials,0,402014,85,86,91,Low,76,910
552,55,cold,water,2,148817,66,96,63,Low,168,630
731,26,hot,materials,1,95653,59,53,80,Medium,141,803
1420,29,cold,energy,1,210345,58,67,73,Medium,173,730
2487,58,moderate,energy,2,666041,73,85,71,Low,114,715
345,82,moderate,energy,0,102595,100,85,65,Low,59,659
374,73,cold,water,0,110546,75,89,63,Low,117,636
713,61,cold,energy,2,213496,77,82,66,Low,108,661
1268,29,moderate,water,0,162578,62,82,45,Medium,99,457
2005,68,cold,materials,0,490541,62,71,86,Medium,202,869
867,85,hot,water,0,263731,84,81,74,Low,87,744
916,96,hot,water,0,337104,86,88,77,Low,100,778
2397,55,cold,materials,2,632407,53,81,82,Medium,746,824
1497,26,moderate,materials,0,153089,64,76,70,Medium,72,706
462,46,hot,energy,0,86931,79,59,53,Medium,63,538
324,98,cold,water,1,132997,78,100,90,Low,144,903
787,65,cold,energy,1,231826,78,73,77,Low,104,775
1135,72,cold,materials,2,354881,68,87,88,Low,172,884
1009,54,hot,energy,0,229047,87,59,64,Medium,59,640
325,75,moderate,water,0,84413,88,100,71,Low,67,711
2298,22,hot,water,0,250766,47,69,49,Medium,999,497
1463,81,moderate,materials,1,435392,78,85,100,Low,105,1000
1086,54,moderate,water,2,254376,76,100,65,Low,87,650
397,36,moderate,energy,0,57059,83,74,50,Medium,43,507
430,79,hot,water,0,122122,81,80,70,Low,91,705
1615,35,cold,energy,2,312333,58,77,63,Medium,221,634
1239,53,cold,water,2,308358,61,94,65,Medium,222,652
2245,78,moderate,energy,2,682916,74,98,77,Low,121,774
1301,64,hot,materials,1,381202,75,62,96,Low,112,968
1676,80,moderate,materials,2,531648,74,100,91,Low,128,913
2037,45,hot,materials,2,477924,59,69,78,Medium,235,782
796,84,moderate,materials,0,212798,92,93,83,Low,62,834
1633,30,hot,materials,1,256673,47,57,82,Medium,999,824
1928,85,moderate,energy,2,687240,86,100,79,Low,96,795
397,24,moderate,materials,0,43673,65,69,62,Medium,72,626
414,57,moderate,water,2,108881,74,100,57,Low,105,578
2159,72,moderate,energy,0,603715,81,92,76,Low,87,762
2119,75,cold,energy,0,575162,79,78,68,Low,90,689
345,56,moderate,materials,0,70958,85,79,72,Low,57,721
1474,51,cold,materials,0,311913,63,67,76,Medium,151,767
709,26,cold,water,1,100023,46,80,68,Medium,999,682
1327,51,cold,water,0,304675,63,85,60,Medium,170,601
926,27,moderate,water,1,129466,59,83,64,Medium,146,640
1149,78,hot,materials,2,359530,78,79,94,Low,111,944
1763,74,hot,energy,1,562362,78,75,89,Low,112,890
1335,35,hot,materials,1,231820,49,55,86,Medium,999,862
1970,84,hot,materials,0,627332,73,71,93,Low,133,935
564,53,moderate,materials,0,123458,76,80,74,Low,81,748
1130,29,hot,materials,1,150391,54,53,74,Medium,267,746
694,26,hot,water,1,83664,47,66,65,Medium,999,658
4386,60,moderate,materials,0,1028847,45,79,78,Medium,999,786
795,77,cold,materials,1,239672,72,78,99,Low,132,993
1731,35,cold,materials,0,255484,54,62,72,Medium,330,726
1383,68,cold,energy,0,403924,84,78,66,Low,84,666
1480,98,cold,energy,0,542937,94,76,81,Low,83,816
1118,60,cold,water,1,269075,65,91,82,Low,158,821
403,67,cold,energy,1,115984,76,74,77,Low,106,779
1951,38,cold,materials,1,382401,49,65,87,Medium,999,873
385,54,cold,materials,0,93243,65,74,72,Medium,160,727
1190,89,moderate,energy,1,427836,93,97,89,Low,82,896
990,82,moderate,energy,0,274927,100,89,74,Low,55,744
882,67,cold,energy,0,212452,82,74,69,Low,74,690
456,31,moderate,materials,2,69599,64,82,63,Medium,106,630
822,46,hot,water,1,158435,60,72,75,Medium,188,758
879,25,hot,materials,1,119289,52,53,79,Medium,482,796
1385,23,cold,materials,2,187358,47,70,68,Medium,999,688
1463,66,cold,materials,1,394800,58,78,97,Low,324,972
1138,49,moderate,energy,2,278734,83,90,68,Low,73,686
2020,45,cold,water,1,423698,46,78,71,Medium,999,719
1233,82,moderate,water,1,396580,77,100,86,Low,116,862
1398,32,moderate,water,0,178270,65,86,57,Medium,84,573
490,98,hot,materials,0,176881,89,74,87,Low,90,876
1316,44,hot,water,1,255189,57,71,69,Medium,262,692
648,80,hot,water,0,175064,89,86,69,Low,69,698
794,61,hot,water,1,186209,66,85,79,Low,141,791
379,64,moderate,energy,2,106808,85,95,69,Low,80,691
1220,81,moderate,water,0,317033,84,100,71,Low,74,714
865,22,moderate,materials,2,100668,63,80,67,Medium,87,677
2144,72,moderate,energy,0,522517,80,91,73,Low,79,731
693,70,cold,energy,2,249096,80,85,70,Low,119,705
462,98,hot,water,1,158882,85,96,93,Low,96,938
404,30,cold,water,2,64499,52,87,51,Medium,622,512
853,21,hot,materials,0,83167,61,54,62,Medium,87,620
926,21,hot,energy,2,102903,66,58,54,Medium,69,545
528,34,cold,energy,1,93753,63,63,67,Medium,132,672
636,61,cold,energy,0,167844,84,72,59,Medium,76,597
982,70,hot,materials,0,232810,81,59,82,Medium,74,825
709,45,cold,water,2,168393,59,92,63,Medium,255,636
1315,68,hot,water,1,376577,65,78,80,Medium,189,805
1476,57,moderate,materials,0,327420,74,80,78,Low,92,782
587,82,moderate,materials,2,212503,82,100,92,Low,110,925
1478,22,moderate,energy,1,163848,66,71,67,Medium,65,678
768,73,cold,water,2,289158,75,100,65,Low,150,651
549,62,moderate,materials,2,159705,75,91,78,Low,115,789
826,53,hot,materials,1,196377,70,62,88,Medium,114,888
1543,45,cold,energy,1,297831,64,65,76,Medium,131,766
909,56,moderate,materials,2,223776,70,90,87,Low,123,873
1943,80,moderate,materials,2,693783,70,98,92,Low,176,925
443,50,moderate,energy,0,82234,91,72,59,Medium,44,597
459,75,moderate,energy,1,146544,94,93,76,Low,70,760
378,22,hot,energy,1,39476,65,48,61,Medium,66,619
958,53,hot,water,1,213704,69,78,79,Low,112,798
1178,45,moderate,water,2,225358,68,99,67,Low,102,679
1152,26,hot,water,0,143154,62,64,54,Medium,102,545
972,84,hot,water,2,377729,77,97,70,Low,140,704
824,30,moderate,energy,1,122832,70,73,68,Medium,72,681
696,100,cold,materials,2,279974,79,98,90,Low,135,908
574,63,moderate,materials,2,165864,80,97,79,Low,96,792
639,59,hot,energy,1,164857,80,64,72,Medium,85,726
648,73,cold,materials,0,171428,74,76,82,Low,105,825
1264,62,hot,energy,2,334166,78,73,67,Medium,93,677
2155,40,cold,materials,1,385027,40,68,90,Medium,999,908
1342,30,cold,water,0,201788,52,78,55,Medium,535,554
566,88,hot,water,1,184628,84,93,85,Low,95,853
1005,42,moderate,materials,1,165939,67,81,88,Low,91,889
335,22,moderate,energy,0,32919,75,63,43,Medium,37,430
1492,36,hot,materials,0,231223,62,54,74,Medium,120,740
967,71,hot,water,2,295975,79,89,73,Low,102,738
390,82,moderate,energy,2,122038,96,99,77,Low,67,770
2145,58,cold,energy,0,481061,72,74,64,Medium,99,643
1688,70,moderate,materials,0,382500,75,83,86,Low,88,861
1157,65,cold,energy,2,365485,74,88,69,Low,129,694
993,73,hot,materials,1,290698,73,67,99,Low,126,997
977,45,hot,energy,2,214898,79,66,63,Medium,74,634
463,33,hot,water,0,69082,60,66,49,Medium,146,495
622,40,moderate,energy,1,118212,78,75,71,Low,65,713
734,50,hot,materials,1,157225,63,58,90,Medium,163,907
522,60,hot,water,1,129356,72,78,74,Low,108,746
3670,45,hot,water,2,808406,35,82,62,Medium,999,621
779,66,hot,materials,0,203341,77,64,83,Low,95,837
588,23,hot,energy,0,63374,71,49,45,Medium,49,451
883,51,moderate,materials,2,214515,70,88,81,Low,120,813
1590,20,moderate,materials,0,141162,59,73,67,Medium,98,677
3622,48,moderate,energy,2,748049,54,87,69,Medium,424,694
756,99,moderate,water,2,276663,94,100,77,Low,81,776
776,62,moderate,materials,0,174356,79,83,80,Low,75,809
1959,91,moderate,water,2,718156,80,100,81,Low,119,818
722,31,cold,water,2,121591,53,91,54,Medium,490,542
1843,89,cold,energy,0,615177,83,82,77,Low,98,771
932,20,cold,energy,0,85373,68,57,38,High,49,388
1884,48,hot,energy,0,349815,74,60,64,Medium,76,641
1078,29,hot,energy,0,137932,68,45,57,Medium,68,573
974,52,cold,energy,0,221423,77,67,55,Medium,83,559
2212,77,cold,water,2,817891,58,100,78,Low,455,780
360,52,hot,water,1,77025,64,71,77,Medium,146,779
371,27,moderate,materials,0,44628,72,73,61,Medium,52,615
1056,35,cold,energy,0,171948,71,63,57,Medium,76,573
381,80,moderate,water,0,103804,93,100,70,Low,63,708
872,80,moderate,materials,2,300281,86,99,92,Low,94,924
330,35,cold,materials,0,50448,61,61,68,Medium,132,688
1970,59,moderate,water,0,443242,74,97,68,Low,91,684
458,34,hot,materials,1,79766,58,59,80,Medium,217,807
845,81,hot,energy,1,278089,87,73,84,Low,86,845
771,39,cold,materials,2,157333,61,75,73,Medium,178,734
409,57,cold,energy,2,122650,74,82,59,Medium,122,590
734,38,hot,materials,0,114439,68,46,66,Medium,85,660
4435,25,moderate,water,1,509763,24,86,70,Medium,999,707
